supergroup	group	species	taxid	assembly_accession	gc%	annotation_accession	rnaseq_data	long-read_experiments	long-read_reads	short-read_experiments	short-read_reads
Archaeplastida	Chlorophyta	Micromonas sp. Eukbin11	3242916	GCA_043251295.1	64.5			0	0	0	0
Archaeplastida	Chlorophyta	Micromonas sp. Eukbin12	3242912	GCA_043172585.1	64.0			0	0	0	0
Archaeplastida	Chlorophyta	Micromonas sp. Eukbin13	3242911	GCA_043251075.1	66.0			0	0	0	0
Archaeplastida	Chlorophyta	Micromonas sp. Eukbin14	3242910	GCA_043251055.1	66.5			0	0	0	0
Archaeplastida	Chlorophyta	Micromonas sp. Eukbin15	3242909	GCA_043251035.1	66.0			0	0	0	0
Archaeplastida	Chlorophyta	Micromonas sp. RCC1109	3451506	GCA_977012205.1	66.5			0	0	0	0
Archaeplastida	Chlorophyta	Monoraphidium minutum	39955	GCA_025201885.1	72.0	GCA_025201885.1	short-read only	0	0	55	1343956064
Archaeplastida	Chlorophyta	Monoraphidium neglectum	145388	GCF_000611645.1	65.0	GCF_000611645.1	short-read only	0	0	14	804202684
Archaeplastida	Chlorophyta	Monoraphidium sp. 549	2020292	GCA_002814315.1	51.0			0	0	0	0
Archaeplastida	Chlorophyta	Mychonastes homosphaera	31300	GCA_009193075.1	72.5			0	0	0	0
Archaeplastida	Chlorophyta	Nannochloris sp. 'desiccata'	1650286	GCA_047456635.1	45.0	GCA_047456635.1	short-read only	0	0	12	105717244
Archaeplastida	Chlorophyta	Nannochloris sp. RS	2056400	GCA_004335565.1	46.5			0	0	0	0
Archaeplastida	Chlorophyta	Nannochloris sp. X1	2056401	GCA_004335555.1	46.0			0	0	0	0
Archaeplastida	Chlorophyta	Neodesmus danubialis	113524	GCA_055515315.1	69.0			0	0	0	0
Archaeplastida	Chlorophyta	Nephroselmis pyriformis	156128	GCA_054125365.1	64.0		short-read only	0	0	3	148076330
Archaeplastida	Chlorophyta	Nephroselmis sp. RCC6846	3451511	GCA_977017525.1	63.5			0	0	0	0
Archaeplastida	Chlorophyta	Ostreobium quekettii	121088	GCA_905146915.1	52.5	GCA_905146915.1	short-read only	0	0	3	131954374
Archaeplastida	Chlorophyta	Ostreococcus lucimarinus CCE9901	436017	GCF_000092065.1	60.5	GCF_000092065.1		0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus mediterraneus	1486918	GCA_983297275.1	56.0		short-read only	0	0	6	364116492
Archaeplastida	Chlorophyta	Ostreococcus sp.	2316632	GCA_963968715.1	61.0			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. 'lucimarinus'	242159	GCA_937863055.1	60.5		short-read only	0	0	2	287393063
Archaeplastida	Chlorophyta	Ostreococcus sp. Co_Eukbin6	3242908	GCA_043250975.1	61.0			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. Co_Eukbin7	3242907	GCA_043172595.1	56.5			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. Co_Eukbin8	3242906	GCA_043250925.1	60.0			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. Eukbin16	3242905	GCA_043172625.1	56.5			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. SAG10	2590005	GCA_009618215.1	57.0			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus sp. SAG12	2590007	GCA_009618245.1	56.5			0	0	0	0
Archaeplastida	Chlorophyta	Ostreococcus tauri	70448	GCF_000214015.3	59.5	GCF_000214015.3	short-read only	0	0	260	5001857051
Archaeplastida	Chlorophyta	Parachlorella kessleri	3074	GCA_054655295.1	58.5	GCA_054655295.1	short-read only	0	0	18	920463702
Archaeplastida	Chlorophyta	Parachlorella sp. MACC-38	3101712	GCA_035048795.1	58.5			0	0	0	0
Archaeplastida	Chlorophyta	Pectinodesmus holtmannii	1207363	GCA_055515335.1	51.5			0	0	0	0
Archaeplastida	Chlorophyta	Pectinodesmus pectinatus	91197	GCA_055515275.1	56.5			0	0	0	0
Archaeplastida	Chlorophyta	Pedinophyceae sp. YPF-701	765719	GCA_916048055.1	70.0	GCA_916048055.1	short-read only	0	0	1	36629154
Archaeplastida	Chlorophyta	Penicillus capitatus	170435	GCA_965649825.1	51.0		short-read only	0	0	1	91823418
Archaeplastida	Chlorophyta	Penicillus lamourouxii	381418	GCA_978021015.1	51.0		short-read only	0	0	1	51499730
Archaeplastida	Chlorophyta	Phaeophila floridearum	2992183	GCA_036784835.1	52.5			0	0	0	0
Archaeplastida	Chlorophyta	Picochlorum costavermella	2009235	GCA_046563095.1	46.5		short-read only	0	0	7	182797396
Archaeplastida	Chlorophyta	Picochlorum renovo (nom. nud.)	2601844	GCA_009650465.1	46.0		short-read only	0	0	4	763044486
Archaeplastida	Chlorophyta	Picochlorum sp. 'celeri'	2695429	GCA_010909725.1	46.0		short-read only	0	0	33	2213039758
Archaeplastida	Chlorophyta	Picochlorum sp. 'soloecismus'	2053932	GCA_002818215.1	44.5			0	0	0	0
Archaeplastida	Chlorophyta	Picochlorum sp. BPE23	2696299	GCA_025209345.1	46.5	GCA_025209345.1	short-read only	0	0	21	889627168
Archaeplastida	Chlorophyta	Picochlorum sp. Co_Eukbin9	3242904	GCA_043250855.1	60.0			0	0	0	0
Archaeplastida	Chlorophyta	Picochlorum sp. Eukbin17	3242903	GCA_043250835.1	59.5			0	0	0	0
Archaeplastida	Chlorophyta	Picochlorum sp. SENEW3	1470871	GCA_034226045.1	46.5	GCA_034226045.1	short-read only	0	0	9	302717928
Archaeplastida	Chlorophyta	Picochlorum tauri	3297707	GCA_051943115.1	46.0			0	0	0	0
Archaeplastida	Chlorophyta	Picocystis salinarum	88271	GCA_056881095.1	52.5	GCA_056881095.1	short-read only	0	0	4	747583684
Archaeplastida	Chlorophyta	Picocystis sp. L7	2315764	GCA_020975725.1	53.5			0	0	0	0
Archaeplastida	Chlorophyta	Picocystis sp. ML	2320818	GCA_003665715.1	53.5			0	0	0	0
Archaeplastida	Chlorophyta	Pleodorina starrii	330485	GCA_030267565.1	63.0	GCA_030267565.1	short-read only	0	0	8	442090539
Archaeplastida	Chlorophyta	Prasinocladus sp. malaysianus	2511173	GCA_019702555.1	46.0			0	0	0	0
Archaeplastida	Chlorophyta	Prasiola linearis	135269	GCA_032356305.1	56.0			0	0	0	0
Archaeplastida	Chlorophyta	Protoeuglena noctilucae	1803847	GCA_958009085.1	66.5		short-read only	0	0	1	23942689
Archaeplastida	Chlorophyta	Prototheca bovis	2509265	GCA_052863045.1	73.5		short-read only	0	0	1	120203974
Archaeplastida	Chlorophyta	Prototheca ciferrii	1973153	GCA_052863035.1	68.0		short-read only	0	0	1	110158826
Archaeplastida	Chlorophyta	Prototheca cutis	575411	GCA_002897115.2	61.5			0	0	0	0
Archaeplastida	Chlorophyta	Prototheca stagnorum	215448	GCA_002794665.1	73.5			0	0	0	0
Archaeplastida	Chlorophyta	Prototheca wickerhamii	3111	GCA_054346075.1	63.5		short-read only	0	0	1	18444836
Archaeplastida	Chlorophyta	Prototheca zopfii	3112	GCA_048595725.1	68.0			0	0	0	0
Archaeplastida	Chlorophyta	Pseudochloris wilhelmii	1418016	GCA_982552305.1	58.5		short-read only	0	0	2	514497246
Archaeplastida	Chlorophyta	Pseudopediastrum boryanum	55410	GCA_963556185.1	52.0		short-read only	0	0	1	36328704
Archaeplastida	Chlorophyta	Pseudoscourfieldia marina	41886	GCA_049488355.1	57.0	GCA_049488355.1	short-read only	0	0	2	145387362
Archaeplastida	Chlorophyta	Pseudoscourfieldia sp. RCC10579	3451504	GCA_977872435.1	68.0			0	0	0	0
Archaeplastida	Chlorophyta	Pycnococcus provasolii	41880	GCA_049487715.1	57.5	GCA_049487715.1	short-read only	0	0	32	1701845174
Archaeplastida	Chlorophyta	Pyramimonas parkeae	36894	GCA_018697155.1	47.0		short-read only	0	0	5	259681316
Archaeplastida	Chlorophyta	Pyramimonas sp. RCC4209	2302900	GCA_979252865.1	60.5			0	0	0	0
Archaeplastida	Chlorophyta	Raphidocelis subcapitata	307507	GCA_003203535.1	71.5	GCA_003203535.1	short-read only	0	0	921	6972239635
Archaeplastida	Chlorophyta	Sanguina aurantia	2578422	GCA_040746525.1	55.0	GCA_040746525.1		0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmaceae sp. WYC1	3241321	GCA_041380225.1	56.0			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus bijugus var. obtusiusculus	1539024	GCA_051107615.1	57.0	GCA_051107615.1		0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus hindakii	113536	GCA_055515115.1	52.0			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus obtusus	113529	GCA_055515215.1	51.5			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus producto-capitatus	42693	GCA_055515225.1	52.0			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus quadricauda	3089	GCA_002317545.1	63.0		short-read only	0	0	17	810682288
Archaeplastida	Chlorophyta	Scenedesmus sp. ARA	2056402	GCA_004335915.1	57.0			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus sp. ARA3	2056403	GCA_004335835.1	57.0			0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus sp. KT-U	2617489	GCA_029853055.1	54.5		short-read only	0	0	4	139590048
Archaeplastida	Chlorophyta	Scenedesmus sp. NREL 46B-D3	2650976	GCA_014080715.1	57.5	GCA_014080715.1		0	0	0	0
Archaeplastida	Chlorophyta	Scenedesmus sp. PABB004	2742167	GCA_014905635.1	78.5	GCA_014905635.1	short-read only	0	0	1	120361690
Archaeplastida	Chlorophyta	Scenedesmus vacuolatus	77546	GCA_056136425.1	51.5		short-read only	0	0	3	351646
Archaeplastida	Chlorophyta	Smithsoniella earleae	1081495	GCA_032356285.1	49.5			0	0	0	0
Archaeplastida	Chlorophyta	Sphaerocystis sp. CCCryo_101-99	3160775	GCA_040182775.1	53.0		short-read only	0	0	2	8748326
Archaeplastida	Chlorophyta	Symbiochloris irregularis	706552	GCA_040144405.1	53.5	GCA_040144405.1	short-read only	0	0	1	39272582
Archaeplastida	Chlorophyta	Symbiochloris sp.	3076140	GCA_964255995.1	47.5			0	0	0	0
Archaeplastida	Chlorophyta	Tetrabaena socialis	47790	GCA_002891735.1	66.0	GCA_002891735.1	short-read only	0	0	1	84604900
Archaeplastida	Chlorophyta	Tetradesmus distendus	113531	GCA_055515095.1	55.0			0	0	0	0
Archaeplastida	Chlorophyta	Tetradesmus lagerheimii	3075448	GCA_055514835.1	55.0		short-read only	0	0	34	1161131440
Archaeplastida	Chlorophyta	Tetradesmus obliquus	3088	GCA_030272155.1	56.5	GCA_030272155.1	short-read, long-read	2	1817322	265	10772671457
Archaeplastida	Chlorophyta	Tetradesmus sp. 198 NB-2024a	3236845	GCA_043380735.1	55.5			0	0	0	0
Archaeplastida	Chlorophyta	Tetradesmus wisconsinensis	91193	GCA_055514955.1	55.5			0	0	0	0
Archaeplastida	Chlorophyta	Tetraselmis chui	63592	GCA_026401115.1	53.0		short-read only	0	0	62	2274733253
Archaeplastida	Chlorophyta	Tetraselmis sp. NKG400013	2654179	GCA_057375155.1	51.0			0	0	0	0
Archaeplastida	Chlorophyta	Tetraselmis sp. RCC6047	2528241	GCA_980268085.1	57.0			0	0	0	0
Archaeplastida	Chlorophyta	Tetraselmis striata	3165	GCA_006384855.1	58.0		short-read only	0	0	6	280649228
Archaeplastida	Chlorophyta	Tetratostichococcus sp. P1	2884318	GCA_036584455.1	59.0			0	0	0	0
Archaeplastida	Chlorophyta	Trebouxia gelatinosa	53269	GCA_000818905.1	50.5		short-read only	0	0	3	243762578
Archaeplastida	Chlorophyta	Trebouxia lynnae	1825957	GCA_040954755.1	50.0		short-read only	0	0	2	95765972
Archaeplastida	Chlorophyta	Trebouxia sp.	2796353	GCA_964256105.1	51.0			0	0	0	0
Archaeplastida	Chlorophyta	Trebouxia sp. A1-2	2608996	GCA_008636185.1	50.0	GCA_008636185.1		0	0	0	0
Archaeplastida	Chlorophyta	Trebouxia sp. C0004	2905653	GCA_051620955.1	49.5	GCA_051620955.1	short-read only	0	0	49	5546441404
Archaeplastida	Chlorophyta	Trebouxia sp. C0005	2905654	GCA_040206755.1	50.0	GCA_040206755.1	short-read only	0	0	49	3154168283
Archaeplastida	Chlorophyta	Trebouxia sp. C0006	2905655	GCA_040206745.1	49.5	GCA_040206745.1	short-read only	0	0	49	3531473141
Archaeplastida	Chlorophyta	Trebouxia sp. C0007	3241709	GCA_047653755.1	51.0		short-read only	0	0	13	736054415
Archaeplastida	Chlorophyta	Trebouxia sp. C0009 RCD-2024	3373144	GCA_045269255.1	51.0	GCA_045269255.1	short-read only	0	0	13	663967728
Archaeplastida	Chlorophyta	Trebouxia sp. C0010 RCD-2024	3373145	GCA_045269315.1	51.0	GCA_045269315.1	short-read only	0	0	13	662409431
Archaeplastida	Chlorophyta	Trebouxia sp. SL0000003	3350044	GCA_965154545.1	50.5			0	0	0	0
Archaeplastida	Chlorophyta	Trebouxia sp. SL0000017	3393733	GCA_965607625.1	49.5			0	0	0	0
Archaeplastida	Chlorophyta	Trebouxia sp. TZW2008	1917417	GCA_002118135.1	49.5	GCA_002118135.1	short-read only	0	0	6	240047738
Archaeplastida	Chlorophyta	Trebouxiophyceae sp.	2812598	GCA_964257355.1	55.0			0	0	0	0
Archaeplastida	Chlorophyta	Trebouxiophyceae sp. KSI-1	1713842	GCA_003568905.1	64.5			0	0	0	0
Archaeplastida	Chlorophyta	Ulothrix subflaccida	2991704	GCA_032356005.1	55.0			0	0	0	0
Archaeplastida	Chlorophyta	Ulva armoricana	216035	GCA_032360965.1	52.0			0	0	0	0
Archaeplastida	Chlorophyta	Ulva compressa	63659	GCA_024500015.1	57.5		short-read only	0	0	80	2917035848
Archaeplastida	Chlorophyta	Ulva mutabilis	498180	GCA_900538255.1	57.0		short-read only	0	0	55	964258036
Archaeplastida	Chlorophyta	Ulva prolifera	3117	GCA_023078555.1	56.5		short-read only	0	0	124	6391951464
Archaeplastida	Chlorophyta	Ulvella scutata	1144401	GCA_032359135.1	49.5			0	0	0	0
Archaeplastida	Chlorophyta	Verrucodesmus verrucosus	1207367	GCA_055615955.1	73.0			0	0	0	0
Archaeplastida	Chlorophyta	Volvox africanus	51714	GCA_030268105.1	53.0	GCA_030268105.1	short-read only	0	0	4	449604822
Archaeplastida	Chlorophyta	Volvox carteri f. nagariensis	3068	GCF_000143455.1	56.0	GCF_000143455.1	short-read only	0	0	105	2187308032
Archaeplastida	Chlorophyta	Volvox reticuliferus	1737510	GCA_019650235.1	54.0	GCA_019650235.1	short-read only	0	0	4	379897916
Archaeplastida	Chlorophyta	Yamagishiella unicocca	51707	GCA_003116995.1	61.0		short-read only	0	0	1	61845914
Archaeplastida	Chlorophyta	[Myrmecia] bisecta	41462	GCA_040144395.1	56.5	GCA_040144395.1	short-read only	0	0	1	42442368
Archaeplastida	Chlorophyta	uncultured Bathycoccus	528323	GCA_937871675.1	48.5		short-read only	0	0	6	2088
Archaeplastida	Chlorophyta	uncultured Chlorellales	1130063	GCA_937867275.1	62.5			0	0	0	0
Archaeplastida	Chlorophyta	uncultured Trebouxiophyceae	167235	GCA_937872675.1	73.0			0	0	0	0
Archaeplastida	Glaucophyta	Cyanophora paradoxa	2762	GCA_004431415.1	63.5		short-read only	0	0	115	3133519667
Archaeplastida	Rhodophyta	Acanthophora spicifera	385024	GCA_043090175.1	47.5			0	0	0	0
Archaeplastida	Rhodophyta	Agarophyton chilense	2510777	GCA_030374765.1	49.0		short-read only	0	0	5	719867508
Archaeplastida	Rhodophyta	Alsidium corallinum	2008650	GCA_980437035.1	43.0			0	0	0	0
Archaeplastida	Rhodophyta	Amphiroa fragilissima	35168	GCA_040437705.1	42.0		short-read only	0	0	36	1725617534
Archaeplastida	Rhodophyta	Asparagopsis taxiformis	260499	GCA_030407315.1	50.0		short-read only	0	0	138	4332110017
Archaeplastida	Rhodophyta	Bonnemaisonia californica	2991670	GCA_032355485.1	44.0			0	0	0	0
Archaeplastida	Rhodophyta	Bostrychia moritziana	103713	GCA_050630625.1	42.5		short-read only	0	0	12	609418418
Archaeplastida	Rhodophyta	Callophyllis flabellulata	217481	GCA_032270525.1	45.5			0	0	0	0
Archaeplastida	Rhodophyta	Chondracanthus exasperatus	95348	GCA_032358215.1	41.5			0	0	0	0
Archaeplastida	Rhodophyta	Chondrus crispus	2769	GCF_000350225.1	53.0	GCF_000350225.1	short-read only	0	0	12	503993206
Archaeplastida	Rhodophyta	Cumathamnion decipiens	131060	GCA_032356425.1	66.5			0	0	0	0
Archaeplastida	Rhodophyta	Cyanidiococcus yangmingshanensis	2690220	GCA_013995675.1	54.5	GCA_013995675.1	short-read, long-read	1	21980	7	178452180
Archaeplastida	Rhodophyta	Cyanidioschyzon merolae	45157	GCA_006232315.1	54.5		short-read only	0	0	96	1982228240
Archaeplastida	Rhodophyta	Cyanidioschyzon merolae strain 10D	280699	GCF_000091205.1	55.0	GCF_000091205.1	short-read, long-read	4	3960437	110	6032354917
Archaeplastida	Rhodophyta	Cyanidium caldarium	2771	GCA_026184775.1	65.5	GCA_026184775.1	short-read, long-read	1	16029	1	170401874
Archaeplastida	Rhodophyta	Delisea pulchra	40385	GCA_978019225.1	52.0	GCA_978019225.1	short-read only	0	0	24	2148339262
Archaeplastida	Rhodophyta	Devaleraea mollis	700711	GCA_032361265.1	47.5		short-read only	0	0	1	72496520
Archaeplastida	Rhodophyta	Dudresnaya verticillata	508027	GCA_977862235.1	54.0			0	0	0	0
Archaeplastida	Rhodophyta	Endocladia muricata	31421	GCA_032356245.1	49.5			0	0	0	0
Archaeplastida	Rhodophyta	Eucheuma denticulatum	305493	GCA_054131385.1	46.0		short-read only	0	0	5	156726447
Archaeplastida	Rhodophyta	Galdieria mesoamericana	3569545	GCA_057165405.1	39.0			0	0	0	0
Archaeplastida	Rhodophyta	Galdieria partita	83374	GCA_025991245.1	37.5	GCA_025991245.1	short-read only	0	0	17	511087706
Archaeplastida	Rhodophyta	Galdieria phlegrea	1389228	GCA_006232345.1	37.5			0	0	0	0
Archaeplastida	Rhodophyta	Galdieria sulphuraria	130081	GCF_000341285.1	37.5	GCF_000341285.1	short-read only	0	0	152	12174073123
Archaeplastida	Rhodophyta	Galdieria yellowstonensis	3028027	GCA_026122205.1	40.0	GCA_026122205.1	short-read, long-read	1	21609	1	58447766
Archaeplastida	Rhodophyta	Gracilaria caudata	2572395	GCA_030374735.1	50.0		short-read only	0	0	8	216083074
Archaeplastida	Rhodophyta	Gracilaria domingensis	172961	GCA_022539475.1	50.5	GCA_022539475.1		0	0	0	0
Archaeplastida	Rhodophyta	Gracilaria gracilis	2777	GCA_030374805.1	49.5		short-read only	0	0	8	659054354
Archaeplastida	Rhodophyta	Gracilaria parvispora	448387	GCA_042902725.1	47.5			0	0	0	0
Archaeplastida	Rhodophyta	Gracilaria salicornia	172968	GCA_049174655.1	49.0		short-read only	0	0	4	158400448
Archaeplastida	Rhodophyta	Gracilaria vermiculophylla	2608709	GCA_054346105.1	50.5		short-read only	0	0	38	2667875492
Archaeplastida	Rhodophyta	Gracilariopsis chorda	448386	GCA_003194525.1	49.5	GCA_003194525.1	short-read only	0	0	23	1672330374
Archaeplastida	Rhodophyta	Gulsonia nodulosa	1310127	GCA_965246695.1	56.5			0	0	0	0
Archaeplastida	Rhodophyta	Helminthora divaricata	908974	GCA_978020535.1	56.0			0	0	0	0
Archaeplastida	Rhodophyta	Herpochondria borealis	326257	GCA_032274145.1	43.5			0	0	0	0
Archaeplastida	Rhodophyta	Kappaphycus alvarezii	38544	GCA_002205965.3	45.5		short-read only	0	0	55	2287815406
Archaeplastida	Rhodophyta	Kappaphycus striatus	88410	GCA_043790055.1	45.5		short-read only	0	0	1	50567980
Archaeplastida	Rhodophyta	Lithophyllum stictiforme	466607	GCA_982384165.1	43.5			0	0	0	0
Archaeplastida	Rhodophyta	Lithothamnion corallioides	1277934	GCA_040759835.1	39.5			0	0	0	0
Archaeplastida	Rhodophyta	Mastocarpus papillatus	31436	GCA_032356145.1	53.5			0	0	0	0
Archaeplastida	Rhodophyta	Meristiella gelidium	88426	GCA_982557675.1	49.0			0	0	0	0
Archaeplastida	Rhodophyta	Odonthalia washingtoniensis	282367	GCA_032358235.1	40.5			0	0	0	0
Archaeplastida	Rhodophyta	Opuntiella californica	38362	GCA_032270645.1	39.5			0	0	0	0
Archaeplastida	Rhodophyta	Osmundea hybrida	137764	GCA_965362265.2	43.0			0	0	0	0
Archaeplastida	Rhodophyta	Palmaria palmata	2822	GCA_046563775.1	52.0		short-read only	0	0	1	72914594
Archaeplastida	Rhodophyta	Phymatolithon calcareum	1277942	GCA_977006965.1	48.0			0	0	0	0
Archaeplastida	Rhodophyta	Porphyra dioica	81938	GCA_981602585.1	66.0	GCA_981602585.1	short-read only	0	0	1	38018984
Archaeplastida	Rhodophyta	Porphyra linearis	60544	GCA_981691865.1	67.5	GCA_981691865.1	short-read only	0	0	1	36518598
Archaeplastida	Rhodophyta	Porphyra umbilicalis	2786	GCA_002049455.2	66.0	GCA_002049455.2	short-read only	0	0	29	1468654418
Archaeplastida	Rhodophyta	Porphyridium purpureum	35688	GCA_008690995.1	56.0	GCA_008690995.1	short-read only	0	0	99	3516928990
Archaeplastida	Rhodophyta	Pterothamnion heteromorphum	2991671	GCA_032358295.1	45.0			0	0	0	0
Archaeplastida	Rhodophyta	Pyropia haitanensis	1262161	GCA_008729055.1	71.5		short-read, long-read	4	7293450	358	18416960745
Archaeplastida	Rhodophyta	Pyropia vietnamensis	683352	GCA_042855435.1	65.0	GCA_042855435.1		0	0	0	0
Archaeplastida	Rhodophyta	Pyropia yezoensis	2788	GCA_054658335.1	65.0		short-read, long-read	3	660250	329	17642271042
Archaeplastida	Rhodophyta	Rhodosorus marinus	101924	GCA_029953675.1	49.0	GCA_029953675.1	short-read only	0	0	4	432693033
Archaeplastida	Rhodophyta	Rhodymenia pacifica	41701	GCA_032270325.1	40.5			0	0	0	0
Archaeplastida	Rhodophyta	Sarcodiotheca gaudichaudii	31447	GCA_032355985.1	40.5			0	0	0	0
CRuMs	CRuMs	Collodictyon triciliatum	190325	GCA_043381765.1	38.0			0	0	0	0
CRuMs	CRuMs	Mantamonas sphyraenae	2983909	GCA_026936335.1	59.0		short-read only	0	0	1	48375768
Cryptista	Cryptophyceae	Baffinella frigidus	2571260	GCA_026770585.1	54.0	GCA_026770585.1		0	0	0	0
Cryptista	Cryptophyceae	Cryptomonas baltica	295837	GCA_982374245.1	57.5		short-read only	0	0	1	31194650
Cryptista	Cryptophyceae	Cryptomonas borealis	233190	GCA_965233945.1	53.0		short-read only	0	0	1	33462282
Cryptista	Cryptophyceae	Cryptomonas pyrenoidifera	233184	GCA_965119555.1	54.5		short-read only	0	0	1	140680502
Cryptista	Cryptophyceae	Geminigera sp.	2864123	GCA_043251375.1	58.0			0	0	0	0
Cryptista	Cryptophyceae	Goniomonas avonlea	1255295	GCA_003573635.1	55.0		short-read only	0	0	1	41208472
Cryptista	Cryptophyceae	Guillardia theta CCMP2712	905079	GCF_000315625.1	53.0	GCF_000315625.1	short-read only	0	0	1	182747799
Cryptista	Cryptophyceae	Rhinomonas nottbeckii	1326783	GCA_965120255.1	56.0		short-read only	0	0	1	191648508
Cryptista	Cryptophyceae	Rhodomonas lacustris	3127097	GCA_965120265.1	47.5		short-read only	0	0	1	187779722
Cryptista	Cryptophyceae	Storeatula major	46950	GCA_965120275.1	56.0		short-read, long-read	1	1995456	14	1014614980
Cryptista	Cryptophyceae	uncultured Cryptomonadales	2038472	GCA_947538865.1	50.5			0	0	0	0
Discoba	Discoba	Acrasis kona	1008807	GCA_026419775.2	39.0	GCA_026419775.2	short-read only	0	0	5	780261158
Discoba	Discoba	Andalucia godoyi	505711	GCA_009859145.1	50.0	GCA_009859145.1		0	0	0	0
Discoba	Discoba	Angomonas ambiguus	999947	GCA_019695575.1	45.0			0	0	0	0
Discoba	Discoba	Angomonas deanei	59799	GCA_903995115.1	50.0	GCA_903995115.1	short-read only	0	0	2	10727448
Discoba	Discoba	Angomonas desouzai	59800	GCA_000482185.1	49.0			0	0	0	0
Discoba	Discoba	Blastocrithidia frustrata	2745880	GCA_049481415.1	33.0		short-read only	0	0	1	19904323
Discoba	Discoba	Blastocrithidia nonstop	2592485	GCA_028554745.1	34.5		short-read only	0	0	6	384420348
Discoba	Discoba	Blastocrithidia raabei	2605719	GCA_049481475.1	35.5		short-read only	0	0	2	62905096
Discoba	Discoba	Blastocrithidia triatomae	265972	GCA_046254795.1	34.5		short-read only	0	0	1	24838588
Discoba	Discoba	Blechomonas ayalai	1463230	GCA_020509355.1	55.0			0	0	0	0
Discoba	Discoba	Bodo saltans	75058	GCA_001460835.1	52.0	GCA_001460835.1	short-read only	0	0	4	143557372
Discoba	Discoba	Bodo sp.	2486707	GCA_977966515.1	55.0	GCA_977966515.1		0	0	0	0
Discoba	Discoba	Borovskyia barvae	3041306	GCA_030849085.1	55.5		short-read only	0	0	1	16564524
Discoba	Discoba	Crithidia acanthocephali	59798	GCA_000482105.1	56.0			0	0	0	0
Discoba	Discoba	Crithidia bombi	288676	GCA_900240985.1	56.0			0	0	0	0
Discoba	Discoba	Crithidia brevicula	1539007	GCA_030849845.1	53.5		short-read only	0	0	1	25740880
Discoba	Discoba	Crithidia expoeki	796354	GCA_900240875.1	54.5			0	0	0	0
Discoba	Discoba	Crithidia fasciculata	5656	GCA_000331325.2	57.0		short-read only	0	0	19	1328005899
Discoba	Discoba	Crithidia mellificae	796356	GCA_002216565.1	53.5		short-read only	0	0	6	628668924
Discoba	Discoba	Crithidia sp. LVH-60A	3034688	GCA_030078075.1	57.0			0	0	0	0
Discoba	Discoba	Crithidia thermophila	59801	GCA_030849055.1	54.0		short-read only	0	0	4	190879184
Discoba	Discoba	Cruzella marina	140242	GCA_977035905.1	59.5		short-read only	0	0	1	108717520
Discoba	Discoba	Diplonema japonicum	2508216	GCA_964019335.1	49.5		short-read only	0	0	11	1003894290
Discoba	Discoba	Diplonema papillatum	91374	GCA_030068145.1	55.0	GCA_030068145.1	short-read only	0	0	15	1964353865
Discoba	Discoba	Endotrypanum monterogeii	5705	GCA_000333855.2	53.0		short-read only	0	0	1	44786505
Discoba	Discoba	Euglena gracilis	3039	GCA_039621445.1	51.5		short-read, long-read	2	26523581	195	12255772679
Discoba	Discoba	Euglena gracilis var. bacillaris	158060	GCA_001638955.2	50.5		short-read only	0	0	2	42866784
Discoba	Discoba	Eutreptiella sp. 'Long Island Sound 2002'	1298769	GCA_964036045.2	55.0			0	0	0	0
Discoba	Discoba	Flectonema sp. DT1601	2820020	GCA_964019425.1	39.5		short-read only	0	0	1	109270922
Discoba	Discoba	Herpetomonas muscarum	5718	GCA_000482205.1	58.0			0	0	0	0
Discoba	Discoba	Herpetomonas samuelpessoai	5715	GCA_030849835.1	56.5		short-read only	0	0	1	31071712
Discoba	Discoba	Herpetomonas tarakana	1735714	GCA_030849825.1	61.0		short-read only	0	0	1	60272750
Discoba	Discoba	Jaenimonas drosophilae	1734386	GCA_030849065.1	54.5		short-read only	0	0	1	59989834
Discoba	Discoba	Kentomonas sorsogonicus	1576587	GCA_030347455.1	56.0			0	0	0	0
Discoba	Discoba	Lafontella sp. GMO-01	2565376	GCA_046056295.1	49.5		short-read only	0	0	1	31667486
Discoba	Discoba	Leishmania aethiopica	5667	GCA_003992445.1	60.5			0	0	0	0
Discoba	Discoba	Leishmania aethiopica L147	1206056	GCA_000444285.2	60.0			0	0	0	0
Discoba	Discoba	Leishmania amazonensis	5659	GCA_005317125.1	59.5		short-read only	0	0	67	3517638673
Discoba	Discoba	Leishmania arabica	40284	GCA_000410695.2	59.5			0	0	0	0
