supergroup	group	species	taxid	assembly_accession	gc%	annotation_accession	rnaseq_data	long-read_experiments	long-read_reads	short-read_experiments	short-read_reads
Archaeplastida	Rhodophyta	Galdieria yellowstonensis	3028027	GCA_026122205.1	40.0	GCA_026122205.1	short-read, long-read	1	21609	1	58447766
Archaeplastida	Rhodophyta	Gelidium vagum	35171				short-read only	0	0	1	345757499
Archaeplastida	Rhodophyta	Glaucosphaera vacuolata	38265				short-read only	0	0	1	13120268
Archaeplastida	Rhodophyta	Gloiopeltis furcata	42017				short-read only	0	0	2	42162872
Archaeplastida	Rhodophyta	Gracilaria blodgettii	203266				short-read only	0	0	1	12730856
Archaeplastida	Rhodophyta	Gracilaria caudata	2572395	GCA_030374735.1	50.0		short-read only	0	0	8	216083074
Archaeplastida	Rhodophyta	Gracilaria chouae	1172980				short-read only	0	0	1	21696756
Archaeplastida	Rhodophyta	Gracilaria domingensis	172961	GCA_022539475.1	50.5	GCA_022539475.1		0	0	0	0
Archaeplastida	Rhodophyta	Gracilaria firma	2510791				short-read only	0	0	6	248090206
Archaeplastida	Rhodophyta	Gracilaria gracilis	2777	GCA_030374805.1	49.5		short-read only	0	0	8	659054354
Archaeplastida	Rhodophyta	Gracilaria parvispora	448387	GCA_042902725.1	47.5			0	0	0	0
Archaeplastida	Rhodophyta	Gracilaria salicornia	172968	GCA_049174655.1	49.0		short-read only	0	0	4	158400448
Archaeplastida	Rhodophyta	Gracilaria sp.	33673				short-read only	0	0	1	14789910
Archaeplastida	Rhodophyta	Gracilaria sp. YW-2016a	1826256				short-read only	0	0	2	147562608
Archaeplastida	Rhodophyta	Gracilaria vermiculophylla	2608709	GCA_054346105.1	50.5		short-read only	0	0	38	2667875492
Archaeplastida	Rhodophyta	Gracilariopsis chorda	448386	GCA_003194525.1	49.5	GCA_003194525.1	short-read only	0	0	23	1672330374
Archaeplastida	Rhodophyta	Gracilariopsis heteroclada	172978				short-read only	0	0	18	904203569
Archaeplastida	Rhodophyta	Gracilariopsis lemaneiformis	2782				short-read, long-read	1	7473965	200	7190973067
Archaeplastida	Rhodophyta	Gracilariopsis tenuifrons	31472				short-read only	0	0	18	455949496
Archaeplastida	Rhodophyta	Grania efflorescens	525895				short-read only	0	0	1	79821320
Archaeplastida	Rhodophyta	Grateloupia catenata	118369				short-read only	0	0	2	53948780
Archaeplastida	Rhodophyta	Grateloupia filicina	31455				short-read only	0	0	2	48128352
Archaeplastida	Rhodophyta	Grateloupia livida	118374				short-read only	0	0	2	41293632
Archaeplastida	Rhodophyta	Grateloupia turuturu	118375				short-read only	0	0	2	44966932
Archaeplastida	Rhodophyta	Gulsonia nodulosa	1310127	GCA_965246695.1	56.5			0	0	0	0
Archaeplastida	Rhodophyta	Gymnogongrus flabelliformis	38507				short-read only	0	0	1	25632604
Archaeplastida	Rhodophyta	Helminthora divaricata	908974	GCA_978020535.1	56.0			0	0	0	0
Archaeplastida	Rhodophyta	Herpochondria borealis	326257	GCA_032274145.1	43.5			0	0	0	0
Archaeplastida	Rhodophyta	Heterosiphonia pulchra	189631				short-read only	0	0	2	51234312
Archaeplastida	Rhodophyta	Hydrolithon reinboldii	389195				short-read only	0	0	9	412452426
Archaeplastida	Rhodophyta	Kappaphycus alvarezii	38544	GCA_002205965.3	45.5		short-read only	0	0	55	2287815406
Archaeplastida	Rhodophyta	Kappaphycus striatus	88410	GCA_043790055.1	45.5		short-read only	0	0	1	50567980
Archaeplastida	Rhodophyta	Laurencia pacifica	290688				short-read only	0	0	2	192290748
Archaeplastida	Rhodophyta	Lithophyllum sp.	190575				short-read only	0	0	1	129303980
Archaeplastida	Rhodophyta	Lithophyllum sp. stictiforme/cabiochiae	2570560				short-read only	0	0	6	263320330
Archaeplastida	Rhodophyta	Lithophyllum stictiforme	466607	GCA_982384165.1	43.5			0	0	0	0
Archaeplastida	Rhodophyta	Lithothamnion corallioides	1277934	GCA_040759835.1	39.5			0	0	0	0
Archaeplastida	Rhodophyta	Lithothamnion proliferum	2511773				short-read only	0	0	1	132238022
Archaeplastida	Rhodophyta	Madagascaria erythrocladioides	753684				short-read only	0	0	1	48729908
Archaeplastida	Rhodophyta	Mastocarpus papillatus	31436	GCA_032356145.1	53.5			0	0	0	0
Archaeplastida	Rhodophyta	Mazzaella japonica	95356				short-read only	0	0	2	43880932
Archaeplastida	Rhodophyta	Meiodiscus spetsbergensis	39572				short-read only	0	0	1	89731742
Archaeplastida	Rhodophyta	Melanothamnus japonicus	2608613				short-read only	0	0	1	20875710
Archaeplastida	Rhodophyta	Meristiella gelidium	88426	GCA_982557675.1	49.0			0	0	0	0
Archaeplastida	Rhodophyta	Neoporphyra	2801325				short-read only	0	0	30	1692045338
Archaeplastida	Rhodophyta	Odonthalia washingtoniensis	282367	GCA_032358235.1	40.5			0	0	0	0
Archaeplastida	Rhodophyta	Opuntiella californica	38362	GCA_032270645.1	39.5			0	0	0	0
Archaeplastida	Rhodophyta	Osmundea hybrida	137764	GCA_965362265.2	43.0			0	0	0	0
Archaeplastida	Rhodophyta	Palisada intermedia	397057				short-read only	0	0	2	28197618
Archaeplastida	Rhodophyta	Palmaria hecatensis	700710				short-read only	0	0	1	66918382
Archaeplastida	Rhodophyta	Palmaria palmata	2822	GCA_046563775.1	52.0		short-read only	0	0	1	72914594
Archaeplastida	Rhodophyta	Phymatolithon calcareum	1277942	GCA_977006965.1	48.0			0	0	0	0
Archaeplastida	Rhodophyta	Porolithon cf. onkodes	2811365				short-read only	0	0	19	87397030
Archaeplastida	Rhodophyta	Porolithon sp.	2038285				short-read only	0	0	1	174562878
Archaeplastida	Rhodophyta	Porphyra dioica	81938	GCA_981602585.1	66.0	GCA_981602585.1	short-read only	0	0	1	38018984
Archaeplastida	Rhodophyta	Porphyra linearis	60544	GCA_981691865.1	67.5	GCA_981691865.1	short-read only	0	0	1	36518598
Archaeplastida	Rhodophyta	Porphyra umbilicalis	2786	GCA_002049455.2	66.0	GCA_002049455.2	short-read only	0	0	29	1468654418
Archaeplastida	Rhodophyta	Porphyridium aerugineum	2792				short-read only	0	0	1	40364120
Archaeplastida	Rhodophyta	Porphyridium cruentum	2891951				short-read only	0	0	21	805010980
Archaeplastida	Rhodophyta	Porphyridium purpureum	35688	GCA_008690995.1	56.0	GCA_008690995.1	short-read only	0	0	99	3516928990
Archaeplastida	Rhodophyta	Porphyridium sordidum	28024				short-read only	0	0	1	185750294
Archaeplastida	Rhodophyta	Porphyridium sp.	77580				short-read only	0	0	1	83395988
Archaeplastida	Rhodophyta	Portieria hornemannii	128534				short-read only	0	0	1	501723046
Archaeplastida	Rhodophyta	Pterocladiella capillacea	70838				short-read only	0	0	12	586377334
Archaeplastida	Rhodophyta	Pterothamnion heteromorphum	2991671	GCA_032358295.1	45.0			0	0	0	0
Archaeplastida	Rhodophyta	Pulvinaster	427766				short-read only	0	0	12	540690984
Archaeplastida	Rhodophyta	Pyropia	1094566				short-read only	0	0	24	1099505360
Archaeplastida	Rhodophyta	Pyropia haitanensis	1262161	GCA_008729055.1	71.5		short-read, long-read	4	7293450	358	18416960745
Archaeplastida	Rhodophyta	Pyropia retorta	2083443				short-read only	0	0	6	123968454
Archaeplastida	Rhodophyta	Pyropia sp. B7048-1	3469967				short-read only	0	0	24	980904716
Archaeplastida	Rhodophyta	Pyropia tenera	2785				short-read only	0	0	15	1072208494
Archaeplastida	Rhodophyta	Pyropia vietnamensis	683352	GCA_042855435.1	65.0	GCA_042855435.1		0	0	0	0
Archaeplastida	Rhodophyta	Pyropia yezoensis	2788	GCA_054658335.1	65.0		short-read, long-read	3	660250	400	26511680592
Archaeplastida	Rhodophyta	Rhodella violacea	2801				short-read only	0	0	4	284764718
Archaeplastida	Rhodophyta	Rhodochaete parvula	110510				short-read only	0	0	1	24097818
Archaeplastida	Rhodophyta	Rhodochorton purpureum	39576				short-read only	0	0	1	74326872
Archaeplastida	Rhodophyta	Rhodochorton sp. 1SJuan	2004953				short-read only	0	0	1	82288652
Archaeplastida	Rhodophyta	Rhodonematella subimmersa	702331				short-read only	0	0	1	75853256
Archaeplastida	Rhodophyta	Rhodophysema elegans	39578				short-read only	0	0	1	70257176
Archaeplastida	Rhodophyta	Rhodosorus marinus	101924	GCA_029953675.1	49.0	GCA_029953675.1	short-read only	0	0	4	432693033
Archaeplastida	Rhodophyta	Rhodothamniella floridula	39581				short-read only	0	0	1	72156192
Archaeplastida	Rhodophyta	Rhodymenia pacifica	41701	GCA_032270325.1	40.5			0	0	0	0
Archaeplastida	Rhodophyta	Rubrointrusa membranacea	702329				short-read only	0	0	1	76384176
Archaeplastida	Rhodophyta	Sarcodiotheca gaudichaudii	31447	GCA_032355985.1	40.5			0	0	0	0
Archaeplastida	Rhodophyta	Sheathia arcuata	340433				short-read only	0	0	4	61493982
Archaeplastida	Rhodophyta	Solieria filiformis	31449				short-read only	0	0	20	1094080358
Archaeplastida	Rhodophyta	Sporolithon durum	48970				short-read only	0	0	19	223623641
Archaeplastida	Rhodophyta	Sporolithon sp.	2018718				short-read only	0	0	1	162353360
Archaeplastida	Rhodophyta	Symphyocladia latiuscula	396806				short-read only	0	0	1	16608954
Archaeplastida	Rhodophyta	Thorea hispida	202687				short-read only	0	0	1	54916738
Archaeplastida	Rhodophyta	Timspurckia oligopyrenoides	708627				short-read only	0	0	1	50817362
Archaeplastida	Rhodophyta	Virescentia guangxiensis	2850564				short-read only	0	0	6	266338576
CRuMs	CRuMs	Collodictyon triciliatum	190325	GCA_043381765.1	38.0			0	0	0	0
CRuMs	CRuMs	Diphylleia rotans	190327				short-read only	0	0	1	40702472
CRuMs	CRuMs	Glissandra oviformis	3418707				short-read only	0	0	1	65853308
CRuMs	CRuMs	Mantamonas plastica	856889				short-read only	0	0	1	132055812
CRuMs	CRuMs	Mantamonas sphyraenae	2983909	GCA_026936335.1	59.0		short-read only	0	0	1	48375768
CRuMs	CRuMs	Mantamonas vickermani	2983908				short-read only	0	0	1	12064242
CRuMs	CRuMs	Rigifila ramosa	1122280				short-read only	0	0	1	27668160
Cryptista	Cryptophyceae	Baffinella frigidus	2571260	GCA_026770585.1	54.0	GCA_026770585.1		0	0	0	0
Cryptista	Cryptophyceae	Chilomonas sp. N2	2650159				short-read only	0	0	1	6665112
Cryptista	Cryptophyceae	Chroomonas cf. mesostigmatica	478117				short-read, long-read	1	1031410	13	283898348
Cryptista	Cryptophyceae	Chroomonas dispersa	356657				short-read only	0	0	12	210140654
Cryptista	Cryptophyceae	Chroomonas mesostigmatica	195065				short-read only	0	0	1	50622242
Cryptista	Cryptophyceae	Chroomonas placoidea	173977				short-read only	0	0	1	43163314
Cryptista	Cryptophyceae	Chroomonas sp.	3029				short-read only	0	0	1	12361790
Cryptista	Cryptophyceae	Chroomonas sp. Dc01	1713627				short-read only	0	0	30	1834640380
Cryptista	Cryptophyceae	Cryptomonas baltica	295837	GCA_982374245.1	57.5		short-read only	0	0	1	31194650
Cryptista	Cryptophyceae	Cryptomonas borealis	233190	GCA_965233945.1	53.0		short-read only	0	0	1	33462282
Cryptista	Cryptophyceae	Cryptomonas curvata	233186				short-read only	0	0	2	71693354
Cryptista	Cryptophyceae	Cryptomonas paramaecium	2898				short-read only	0	0	1	44602470
Cryptista	Cryptophyceae	Cryptomonas pyrenoidifera	233184	GCA_965119555.1	54.5		short-read only	0	0	1	140680502
Cryptista	Cryptophyceae	Cryptomonas sp.	3031				short-read only	0	0	1	0
Cryptista	Cryptophyceae	Cryptomonas sp. CPCC 336	2922986				short-read only	0	0	15	1022123796
Cryptista	Cryptophyceae	Cryptophyta sp. K4	2650184				short-read only	0	0	1	5978636
Cryptista	Cryptophyceae	Cryptophyta sp. Y4	2650185				short-read only	0	0	1	5460776
Cryptista	Cryptophyceae	Cryptophyta sp. Z2	2650186				short-read only	0	0	1	8244364
Cryptista	Cryptophyceae	Geminigera	46946				short-read only	0	0	1	52402654
Cryptista	Cryptophyceae	Geminigera cryophila	46947				short-read only	0	0	17	393074846
Cryptista	Cryptophyceae	Geminigera sp.	2864123	GCA_043251375.1	58.0			0	0	0	0
Cryptista	Cryptophyceae	Goniomonadaceae sp.	3061816				short-read only	0	0	1	142286846
Cryptista	Cryptophyceae	Goniomonas	31324				short-read only	0	0	1	61726252
Cryptista	Cryptophyceae	Goniomonas avonlea	1255295	GCA_003573635.1	55.0		short-read only	0	0	1	41208472
Cryptista	Cryptophyceae	Goniomonas pacifica	195067				short-read only	0	0	2	146951846
Cryptista	Cryptophyceae	Goniomonas sp. K8	2650206				short-read only	0	0	1	3291822
Cryptista	Cryptophyceae	Guillardia theta CCMP2712	905079	GCF_000315625.1	53.0	GCF_000315625.1	short-read only	0	0	1	182747799
Cryptista	Cryptophyceae	Hanusia phi	3032				short-read only	0	0	1	52458676
Cryptista	Cryptophyceae	Hemiselmis andersenii	464988				short-read only	0	0	4	253837146
Cryptista	Cryptophyceae	Hemiselmis cryptochromatica	464989				short-read, long-read	1	1511822	23	362453370
Cryptista	Cryptophyceae	Hemiselmis pacifica	478131				short-read only	0	0	1	55744030
Cryptista	Cryptophyceae	Hemiselmis rufescens	77926				short-read only	0	0	1	51174540
Cryptista	Cryptophyceae	Hemiselmis tepida	464990				short-read only	0	0	1	60419456
Cryptista	Cryptophyceae	Hemiselmis virescens	77927				short-read only	0	0	2	68574820
Cryptista	Cryptophyceae	Katablepharidophyta sp. 11W	2650062				short-read only	0	0	1	20237772
Cryptista	Cryptophyceae	Katablepharidophyta sp. 17W	2650063				short-read only	0	0	1	27994064
Cryptista	Cryptophyceae	Katablepharidophyta sp. 38W	2650064				short-read only	0	0	1	10501902
Cryptista	Cryptophyceae	Katablepharidophyta sp. K7	2650065				short-read only	0	0	1	3529750
Cryptista	Cryptophyceae	Katablepharidophyta sp. T2	2650066				short-read only	0	0	1	2865806
Cryptista	Cryptophyceae	Katablepharidophyta sp. T4	2650067				short-read only	0	0	1	2382448
Cryptista	Cryptophyceae	Proteomonas sp. CCMP2715	3055148				short-read only	0	0	10	141971824
Cryptista	Cryptophyceae	Proteomonas sulcata	77928				short-read, long-read	1	807727	5	275121910
Cryptista	Cryptophyceae	Rhinomonas nottbeckii	1326783	GCA_965120255.1	56.0		short-read only	0	0	1	191648508
Cryptista	Cryptophyceae	Rhodomonas abbreviata	46948				short-read only	0	0	1	47549870
Cryptista	Cryptophyceae	Rhodomonas lacustris	3127097	GCA_965120265.1	47.5		short-read only	0	0	1	187779722
Cryptista	Cryptophyceae	Rhodomonas lens	354590				short-read only	0	0	1	43783764
Cryptista	Cryptophyceae	Rhodomonas salina	3034				short-read only	0	0	35	2252680956
Cryptista	Cryptophyceae	Rhodomonas sp.	77929				short-read only	0	0	1	14886140
Cryptista	Cryptophyceae	Rhodomonas sp. CCMP768	302021				short-read only	0	0	2	89356860
Cryptista	Cryptophyceae	Roombia sp. NY0200	1263497				short-read only	0	0	1	153895156
Cryptista	Cryptophyceae	Storeatula major	46950	GCA_965120275.1	56.0		short-read, long-read	1	1995456	14	1014614980
Cryptista	Cryptophyceae	Teleaulax amphioxeia	77931				short-read, long-read	5	6017070	16	1480222911
Cryptista	Cryptophyceae	uncultured Cryptomonadales	2038472	GCA_947538865.1	50.5			0	0	0	0
Discoba	Discoba	Acrasis helenhemmesae	797112				short-read only	0	0	1	27478304
Discoba	Discoba	Acrasis kona	1008807	GCA_026419775.2	39.0	GCA_026419775.2	short-read only	0	0	5	780261158
Discoba	Discoba	Acrasis rosea	43695				short-read only	0	0	1	33033896
Discoba	Discoba	Agogonia voluta	2963716				short-read only	0	0	1	11300930
Discoba	Discoba	Allobodo yubaba	3465485				short-read only	0	0	1	38228624
Discoba	Discoba	Allovahlkampfia sp. BA	3389094				short-read only	0	0	1	19977194
Discoba	Discoba	Allovahlkampfia sp. OSA	3389095				short-read only	0	0	1	36804364
Discoba	Discoba	Andalucia godoyi	505711	GCA_009859145.1	50.0	GCA_009859145.1		0	0	0	0
Discoba	Discoba	Angomonas ambiguus	999947	GCA_019695575.1	45.0			0	0	0	0
Discoba	Discoba	Angomonas deanei	59799	GCA_903995115.1	50.0	GCA_903995115.1	short-read only	0	0	2	10727448
Discoba	Discoba	Angomonas desouzai	59800	GCA_000482185.1	49.0			0	0	0	0
Discoba	Discoba	Apiculatamorpha spiralis	2795268				short-read only	0	0	1	6367978
Discoba	Discoba	Artemidia motanka	2508217				short-read only	0	0	1	106190562
Discoba	Discoba	Azumiobodo hoyamushi	1037967				short-read only	0	0	5	420740800
Discoba	Discoba	Blastocrithidia frustrata	2745880	GCA_049481415.1	33.0		short-read only	0	0	1	19904323
Discoba	Discoba	Blastocrithidia nonstop	2592485	GCA_028554745.1	34.5		short-read only	0	0	6	384420348
Discoba	Discoba	Blastocrithidia raabei	2605719	GCA_049481475.1	35.5		short-read only	0	0	2	62905096
Discoba	Discoba	Blastocrithidia triatomae	265972	GCA_046254795.1	34.5		short-read only	0	0	1	24838588
Discoba	Discoba	Blechomonas ayalai	1463230	GCA_020509355.1	55.0			0	0	0	0
Discoba	Discoba	Bodo saltans	75058	GCA_001460835.1	52.0	GCA_001460835.1	short-read only	0	0	4	143557372
Discoba	Discoba	Bodo sp.	2486707	GCA_977966515.1	55.0	GCA_977966515.1		0	0	0	0
Discoba	Discoba	Borovskyia barvae	3041306	GCA_030849085.1	55.5		short-read only	0	0	1	16564524
Discoba	Discoba	Chelandium granulatum	3023515				short-read only	0	0	2	8183512
Discoba	Discoba	Creneis carolina	1490885				short-read only	0	0	1	37627634
Discoba	Discoba	Creneis sp. E2NB	3389093				short-read only	0	0	1	36993050
Discoba	Discoba	Creneis sp. SRT213	3416941				short-read only	0	0	1	62339436
Discoba	Discoba	Crithidia acanthocephali	59798	GCA_000482105.1	56.0			0	0	0	0
Discoba	Discoba	Crithidia bombi	288676	GCA_900240985.1	56.0			0	0	0	0
Discoba	Discoba	Crithidia brevicula	1539007	GCA_030849845.1	53.5		short-read only	0	0	1	25740880
Discoba	Discoba	Crithidia expoeki	796354	GCA_900240875.1	54.5			0	0	0	0
Discoba	Discoba	Crithidia fasciculata	5656	GCA_000331325.2	57.0		short-read only	0	0	19	1328005899
Discoba	Discoba	Crithidia mellificae	796356	GCA_002216565.1	53.5		short-read only	0	0	6	628668924
Discoba	Discoba	Crithidia sp.	2052650				short-read only	0	0	36	3451908678
Discoba	Discoba	Crithidia sp. LVH-60A	3034688	GCA_030078075.1	57.0			0	0	0	0
Discoba	Discoba	Crithidia thermophila	59801	GCA_030849055.1	54.0		short-read only	0	0	4	190879184
Discoba	Discoba	Cruzella marina	140242	GCA_977035905.1	59.5		short-read only	0	0	1	108717520
Discoba	Discoba	Dactylomonas venusta	2029720				short-read only	0	0	1	33380070
Discoba	Discoba	Decastava sp. SPO2	3025181				short-read only	0	0	1	13727230
Discoba	Discoba	Diplonema aggregatum	2605924				short-read only	0	0	3	533852416
Discoba	Discoba	Diplonema ambulator	182243				short-read only	0	0	3	117636930
Discoba	Discoba	Diplonema japonicum	2508216	GCA_964019335.1	49.5		short-read only	0	0	11	1003894290
Discoba	Discoba	Diplonema papillatum	91374	GCA_030068145.1	55.0	GCA_030068145.1	short-read only	0	0	15	1964353865
Discoba	Discoba	Diplonema sp. ATCC 50224	91375				short-read only	0	0	2	74781678
Discoba	Discoba	Distigma sp. N6	2650188				short-read only	0	0	1	5051208
Discoba	Discoba	Distigma sp. P2	2650189				short-read only	0	0	1	11859196
Discoba	Discoba	Distigma sp. P5	2650190				short-read only	0	0	1	5210416
Discoba	Discoba	Dolium sedentarium	3025183				short-read only	0	0	1	3356822
Discoba	Discoba	Endotrypanum monterogeii	5705	GCA_000333855.2	53.0		short-read only	0	0	1	44786505
Discoba	Discoba	Entosiphon sulcatum	101493				short-read only	0	0	1	208696284
Discoba	Discoba	Euglena gracilis	3039	GCA_039621445.1	51.5		short-read, long-read	2	26523581	195	12255772679
Discoba	Discoba	Euglena gracilis var. bacillaris	158060	GCA_001638955.2	50.5		short-read only	0	0	2	42866784
Discoba	Discoba	Euglena longa	3037				short-read only	0	0	2	94885622
Discoba	Discoba	Euglena sp.	44267				short-read only	0	0	1	24008436
Discoba	Discoba	Euglenida sp. 18W	2650192				short-read only	0	0	1	22373326
Discoba	Discoba	Euglenida sp. 3W	2650191				short-read only	0	0	1	13968800
Discoba	Discoba	Euglenida sp. D1	2650193				short-read only	0	0	1	6996012
Discoba	Discoba	Euglenida sp. E4	2650194				short-read only	0	0	1	4691614
Discoba	Discoba	Euglenida sp. F2	2650195				short-read only	0	0	1	3973600
Discoba	Discoba	Euglenida sp. H2	2650196				short-read only	0	0	1	4914258
Discoba	Discoba	Euglenida sp. L1	2650197				short-read only	0	0	1	5856738
Discoba	Discoba	Euglenida sp. L5	2650198				short-read only	0	0	1	5537360
Discoba	Discoba	Euglenida sp. N4	2650199				short-read only	0	0	1	7224750
Discoba	Discoba	Euglenida sp. P3	2650200				short-read only	0	0	1	5141614
Discoba	Discoba	Euglenida sp. P6	2650201				short-read only	0	0	1	6688310
Discoba	Discoba	Euglenida sp. R5	2650202				short-read only	0	0	1	639680
Discoba	Discoba	Euglenida sp. R7	2650203				short-read only	0	0	1	1161306
Discoba	Discoba	Euglenida sp. S1	2650204				short-read only	0	0	1	9271470
Discoba	Discoba	Euglenida sp. X3	2650205				short-read only	0	0	1	1606636
Discoba	Discoba	Eupelagonemidae sp.	3096115				short-read only	0	0	2	28594148
Discoba	Discoba	Eutreptiella gymnastica	73025				short-read only	0	0	4	196037992
Discoba	Discoba	Eutreptiella sp. 'Long Island Sound 2002'	1298769	GCA_964036045.2	55.0			0	0	0	0
Discoba	Discoba	Flectonema sp. DT1601	2820020	GCA_964019425.1	39.5		short-read only	0	0	1	109270922
Discoba	Discoba	Gaulosia striata	3023516				short-read only	0	0	1	2944040
Discoba	Discoba	Harpagon schusteri	1129785				short-read only	0	0	1	75553968
Discoba	Discoba	Hemiolia limnas	3035955				short-read only	0	0	2	85403356
Discoba	Discoba	Hemiolia trepidum	2493505				short-read only	0	0	1	20531112
Discoba	Discoba	Hemistasia phaeocysticola	1503927				short-read only	0	0	1	52078831
Discoba	Discoba	Herpetomonas muscarum	5718	GCA_000482205.1	58.0			0	0	0	0
Discoba	Discoba	Herpetomonas samuelpessoai	5715	GCA_030849835.1	56.5		short-read only	0	0	1	31071712
Discoba	Discoba	Herpetomonas tarakana	1735714	GCA_030849825.1	61.0		short-read only	0	0	1	60272750
Discoba	Discoba	Heteramoeba clara	63597				short-read only	0	0	1	35546142
Discoba	Discoba	Jaenimonas drosophilae	1734386	GCA_030849065.1	54.5		short-read only	0	0	1	59989834
Discoba	Discoba	Kentomonas sorsogonicus	1576587	GCA_030347455.1	56.0			0	0	0	0
Discoba	Discoba	Kinetoplastida sp. 10W	2650068				short-read only	0	0	1	20483716
Discoba	Discoba	Kinetoplastida sp. 19W	2650069				short-read only	0	0	1	16176746
Discoba	Discoba	Kinetoplastida sp. 23W	2650070				short-read only	0	0	1	26798184
Discoba	Discoba	Kinetoplastida sp. 2W	2650071				short-read only	0	0	1	14031544
Discoba	Discoba	Kinetoplastida sp. 7W	2650072				short-read only	0	0	1	19454580
Discoba	Discoba	Kinetoplastida sp. 9W	2650073				short-read only	0	0	1	19502928
Discoba	Discoba	Kinetoplastida sp. A9	2650074				short-read only	0	0	1	3904994
Discoba	Discoba	Kinetoplastida sp. C1	2650075				short-read only	0	0	1	2662500
Discoba	Discoba	Kinetoplastida sp. C5	2650076				short-read only	0	0	1	4220056
Discoba	Discoba	Kinetoplastida sp. C6	2650077				short-read only	0	0	1	5234188
Discoba	Discoba	Kinetoplastida sp. E1	2650078				short-read only	0	0	1	4516136
Discoba	Discoba	Kinetoplastida sp. L2	2650079				short-read only	0	0	1	5837818
Discoba	Discoba	Kinetoplastida sp. L7	2650080				short-read only	0	0	1	4945334
Discoba	Discoba	Kinetoplastida sp. N5	2650081				short-read only	0	0	1	5655658
Discoba	Discoba	Kinetoplastida sp. X6	2650082				short-read only	0	0	1	3694254
Discoba	Discoba	Kinetoplastida sp. Z3	2650083				short-read only	0	0	1	8425864
Discoba	Discoba	Lacrimia lanifica	2016125				short-read only	0	0	1	50907532
Discoba	Discoba	Lacrimia sp. YPF1808	2820018				short-read only	0	0	1	89212460
Discoba	Discoba	Lafontella sp. GMO-01	2565376	GCA_046056295.1	49.5		short-read only	0	0	1	31667486
Discoba	Discoba	Leishmania aethiopica	5667	GCA_003992445.1	60.5			0	0	0	0
Discoba	Discoba	Leishmania aethiopica L147	1206056	GCA_000444285.2	60.0			0	0	0	0
Discoba	Discoba	Leishmania amazonensis	5659	GCA_005317125.1	59.5		short-read only	0	0	67	3517638673
Discoba	Discoba	Leishmania arabica	40284	GCA_000410695.2	59.5			0	0	0	0
Discoba	Discoba	Leishmania braziliensis	5660	GCA_024505685.1	58.0	GCA_024505685.1	short-read only	0	0	117	3333511139
Discoba	Discoba	Leishmania braziliensis MHOM/BR/75/M2903	1295825	GCA_000340355.2	58.0			0	0	0	0
Discoba	Discoba	Leishmania braziliensis MHOM/BR/75/M2904	420245	GCF_000002845.2	58.0	GCF_000002845.2	short-read only	0	0	3	79570234
Discoba	Discoba	Leishmania cf. guyanensis/panamensis	3137466	GCA_041682205.1	57.5			0	0	0	0
Discoba	Discoba	Leishmania chagasi	44271	GCA_014466975.1	59.5			0	0	0	0
Discoba	Discoba	Leishmania donovani	5661	GCF_000227135.1	59.5	GCF_000227135.1	short-read, long-read	8	8648074	326	11396691279
Discoba	Discoba	Leishmania donovani Ld 2001	1215323	GCA_000283395.1	55.5			0	0	0	0
Discoba	Discoba	Leishmania donovani Ld 39	1240127	GCA_000316305.1	56.0			0	0	0	0
Discoba	Discoba	Leishmania enriettii	5663	GCF_017916305.1	59.5	GCF_017916305.1		0	0	0	0
Discoba	Discoba	Leishmania gerbilli	40285	GCA_000443025.1	60.0			0	0	0	0
Discoba	Discoba	Leishmania guyanensis	5670	GCA_024970365.1	58.0	GCA_024970365.1	short-read only	0	0	11	450689407
Discoba	Discoba	Leishmania infantum	5671	GCA_003020905.1	59.5		short-read, long-read	4	24847352	83	4963421949
Discoba	Discoba	Leishmania infantum JPCM5	435258	GCF_000002875.2	59.5	GCF_000002875.2	short-read only	0	0	9	814460204
Discoba	Discoba	Leishmania lainsoni	5677	GCA_058218795.1	59.5		short-read only	0	0	18	516321002
Discoba	Discoba	Leishmania lindenbergi	651832	GCA_040363675.1	57.5	GCA_040363675.1		0	0	0	0
Discoba	Discoba	Leishmania major	5664	GCA_051013985.1	59.5		short-read only	0	0	179	13941351775
Discoba	Discoba	Leishmania major strain Friedlin	347515	GCF_000002725.2	59.5	GCF_000002725.2	short-read only	0	0	10	537575881
Discoba	Discoba	Leishmania major strain LV39c5	860569	GCA_000331345.1	59.5			0	0	0	0
Discoba	Discoba	Leishmania major strain SD 75.1	860570	GCA_000250755.2	59.5			0	0	0	0
Discoba	Discoba	Leishmania martiniquensis	1580590	GCF_017916325.1	60.0	GCF_017916325.1		0	0	0	0
Discoba	Discoba	Leishmania mexicana	5665	GCA_003992435.2	59.5		short-read only	0	0	98	7483366758
Discoba	Discoba	Leishmania mexicana MHOM/GT/2001/U1103	929439	GCF_000234665.1	60.0	GCF_000234665.1		0	0	0	0
Discoba	Discoba	Leishmania naiffi	5678	GCA_040363635.1	57.5	GCA_040363635.1		0	0	0	0
Discoba	Discoba	Leishmania orientalis	2249476	GCF_017916335.1	59.5	GCF_017916335.1		0	0	0	0
Discoba	Discoba	Leishmania panamensis	5679	GCF_000755165.1	57.5	GCF_000755165.1	short-read only	0	0	2	53538298
Discoba	Discoba	Leishmania panamensis MHOM/COL/81/L13	1295824	GCA_000340495.1	57.5			0	0	0	0
